	Original Data (Indonesian)	Translated Data Into English	Sentiment	Emotion
202	Baru pertama coba app tinder kaya Fren ini,emang keren lah cari jodoh di fren 	This is the first time trying a tinder app like Fren's, it's cool to find a match on fren	Positive	Love
203	Bus simulator sangat baguss wajib donload 	Very good bus simulator must download	Positive	Love
204	cocok yg jomblo wkakwq oke lah aflikasi ini memebantu,, 	it's suitable for single people, okay, this application helps,,	Positive	Love
205	saya suka game ini salah satu simulator indonesia!!!!!!grafiknya juga bagus!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!bagus seperti asli!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 	I like this game, one of the Indonesian simulators!!!!!!!! the graphics are also good!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!good as original!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	Positive	Love
206	Saya suka game ini soal nya grafik nya HD banget di hape saya 	I like this game because the graphics are really HD on my cellphone	Positive	Love
207	Saya suka mantap 	I like steady	Positive	Love
208	Semoga bisa dapet jodoh beneran melalui aplikasi ini 	Hopefully you can get a real mate through this application	Positive	Love
209	Semoga jodohku disini 	I hope my soul mate is here	Positive	Love
210	Semoga membantu untuk cari pasangan 	Hope this helps to find a partner	Positive	Love
211	Semogaa aaku dafett cew yangg baikk yangg bisa nerima kekurangann aku..aku ngasihh 3 duluu bintangg yh low banguss bangtt aku kasihh bintangg 5 .. makasihh yh.. 	I hope I can find a good girl who can accept my shortcomings... I'll give 3 stars first, it's really low, I'll give you 5 stars... thank you..	Positive	Love
212	Semogah aplikasi ini aq mendapatkan dodoh ku 	Hopefully this application I get my soul mate	Positive	Love
213	smga mndapat kan cewek idman 	I hope you get the girl of your dreams	Positive	Love
214	smoga aku dpt jdoh dsni. apk in lbih baik sya rsa 	I hope I can get married here. this apk is better i rsa	Positive	Love
215	Sya mu cri psngan hehe 	Sya you cri psngan hehe	Positive	Love
216	Thank you,pake aplikasi ini semoga calon jodohku segera datang ke hatiku. 	Thank you, using this application, I hope that my future mate will come to my heart soon.	Positive	Love
217	very good, bisa cari selingkuhan 	very good, can find an affair	Positive	Love
218	Wah bagus bener pacar aku sampe suka sama aku 	Wow, it's really good that my boyfriend likes me	Positive	Love
219	Ailopyu buat yang baca 	Ailopyu for those who read	Positive	Love
220	Aku cinta game buatan indonesia 	I love games made in Indonesia	Positive	Love
221	Aku cinta kamu. 	I love you.	Positive	Love
222	Aku cinta padamu dan aku sayang padamu kata baku tidak y? 	I love you and I love you is the default word no y?	Positive	Love
223	Aku cuka banget lope lope 	I really like lope lope	Positive	Love
224	Aku kasih 4 dulu , karena dapat 2 cewek dalam 1 malam ,makasi kencan . i love you full 	I gave 4 first, because I got 2 girls in 1 night, thanks for the date. i love you full	Positive	Love
225	Aku sayang kmu akh cinta kamu 	I love you, I love you	Positive	Love
226	Aku suka 	I like	Positive	Love
227	Aku suka apk ini, tapi semogaa saja ditambah fitur sinonim dan antonim di dalamnya 	I like this apk, but hopefully it will add synonyms and antonyms features in it	Positive	Love
228	aku suka aplikasi ini 	i like this app	Positive	Love
229	AKU SUKA BANGET APLIKASINYA 	I LOVE THE APPLICATION	Positive	Love
230	Aku suka banget pengiriman cepat pokonya 	I really like the fast delivery anyway	Positive	Love
231	aku suka banget sama aplikasi ini bisa cari pacar makasihh atas aplikasi ini 	I really like this application, I can find a girlfriend, thanks for this application	Positive	Love
232	Aku suka banget soalnya gak usah beli udah ada aplikasinya 	I really like it because you don't have to buy it already has an application	Positive	Love
233	aku suka dan cinta 	i like and love	Positive	Love
234	Aku suka dengan aplikasi ini,maju terus ya! 	I like this app, keep going!	Positive	Love
235	Aku suka game indonesia karena itu aku donlowd game ini 	I like Indonesian games, that's why I downloaded this game	Positive	Love
236	Aku suka game ini cinta deh 	I love this game love deh	Positive	Love
237	Aku suka game ini da 	I love this game da	Positive	Love
238	Aku suka ini 	I like this	Positive	Love
239	Aku suka sama bahasa Indonesia dan aku akan kasih komen ke kamu.. 	I like Indonesian and I will give a comment to you..	Positive	Love
240	Aku sukaa 	i love it	Positive	Love
241	aku udah 1 taun pake ini semoga aja, y krus nya paling tinggi dari yg lain dan terus lancar nyaman minggu gak libur tanggal merah gak libur jadi uank bisa di pake ketika lagi ada musibah, jatuh cinta sama aplikasi ini, walah krus di bawah yg lain 	I've been using this for 1 year, hopefully, the crux is the highest than the others and it continues to run smoothly, comfortable, Sundays don't have holidays on red dates, don't have holidays, so you can use it when there's a disaster, fall in love with this application, even though the crux is below the others	Positive	Love
242	Alhamdulillah saya suka dengan aplikasi ini 	Alhamdulillah I like this application	Positive	Love
243	Always my heart 	Always my heart	Positive	Love
244	Apknya bagus, keren, kita bisa makin cinta sm Indonesia. Tp kurang nya sih gini, klo pas mabar klo bisa pake mic aja, biar g usah ketik2.repot jd nya, malah nabrak..trs juga masih banyak iklan, mending klo dapet reward..Y udah sih, segitu aja dr saya.. Makasih.. 	The apk is good, cool, we can love Indonesia even more. But the drawbacks are like this, if you're just playing, you can just use the mic, so you don't have to type. Thanks..	Positive	Love
245	aplikasi semakin d depan, semoga kedepannya semakin sukses pokony love love tiada 2ny 	the application is getting ahead, hopefully in the future it will be even more successful, just love love, there are no 2 of them	Positive	Love
246	Aplikasi nya bagus banget, aku suka deh sama aplikasi nya 	The application is very good, I really like the application	Positive	Love
247	"Aplikasi terbaik kirim uang cepat nyampe pokoke lope""dah "	The best application to send money quickly, arrived at Lope's point	Positive	Love
248	Aplikasinya bikin nyaman, luv 	The app makes it comfortable, luv	Positive	Love
249	Aplikasinya sy suka .. sy udh dpt kenalan wlw br maen aplikasi ini 	I like the application... I've got acquaintances when I play this application	Positive	Love
250	Apakah aplikasi ini aman 	Is this application safe	Positive	Happy
251	Dimas anjay mabar 	Dimas is anjay mabar	Positive	Happy
252	Gamenya sangat keren dan mapnya real, apalagi sudah update versi 3.7 lebih banyak fitur dan grafiknya super bagus. Tapi sayang sekali, di versi 3.7 ini masih ada beberapa bug yg bikin saya kesal saat main seperti: Bug di menu garasi yg mobilnya hilang pas kita milih di garasi dan loadingnya juga sangat lama, sentivitas stir error, room di mode mabar suka hilang²ngan terus. Mohon segera diperbaiki atas masalah bug yang ini. Tetap semangat ya dan terima kasih atas update 3.7 ini. 	The game is very cool and the maps are real, moreover, the updated version 3.7 has more features and the graphics are super good. But it's a shame, in version 3.7 there are still a number of bugs that irritate me when playing, such as: A bug in the garage menu where the car disappears when we select it in the garage and it takes too long to load, steering error sensitivity, rooms in high mode just keep disappearing. Please fix this bug as soon as possible. Keep up the good work and thank you for this 3.7 update.	Positive	Happy
253	tolong perbaikin bug telolet masa kdg ga bunyi dan req dong tambah map sidoarjo dan tretes hehe anjay 	please fix the telolet bug when it doesn't sound and req please add the Sidoarjo map and tretes hehe anjay	Positive	Happy
254	UNTUNG ADA VPN INDONESIA KALAU GAK ADA..PASTI TERJEBAK DI SERVER RUSIA Tapi dowload nya lama -_- Diperbaikin lagi yah 	LUCKY THERE IS AN INDONESIAN VPN IF THERE'S NOTHING.. IT'S DEFINITELY TRADED ON THE RUSSIAN SERVER But it takes a long time to download -_- Please fix it again	Positive	Happy
255	Anak indonesia wajib donlod..jgn coc mulu dah jadul 	Indonesian children must download... don't always go old school	Positive	Happy
256	Anjay bus saya coy 	Anjay my bus coy	Positive	Happy
257	apk bagus skali........... .........tapi makin lm mti sendiri vpn nya 	the apk is really good........... .........but it's getting slower and the VPN itself dies	Positive	Happy
258	Apk ini tidak bagus jangan di download Tapi boong 	This apk is not good, don't download it, but it's boong	Positive	Happy
259	Apk nya jelek ................Tapi boong apk nya sangat bagus 	The apk is lousy ................But the boong apk is very good	Positive	Happy
260	apl jelek !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! tapi boong hayuk 	bad app!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! but boong hayuk	Positive	Happy
261	"Aplikasi sangat membantu tapi kenapa saya ngga ada pilihan metode transfer ""Virtual Account"" ya? Awal-awal pake sempet ada, tapi sekarang ngga ada sama sekali. Jadinya pake metode ""Bank Transfer"" terus. Padahal pengen pake Virtual Account huhu "	"The application is very helpful, but why can't I choose the ""Virtual Account"" transfer method? In the beginning, I used it, but now I don't have it at all. So use the ""Bank Transfer"" method all the time. Even though I want to use a Virtual Account huhu"	Positive	Happy
262	Aplikasinya bermanfaat Tapi tolong poinnya jangan pelit-pelit ya..jangan bikin peraturan2 baru yg akan menyusahkan penggunanya. Kami pengguna kalau chatt di kasih poin dan kami ingin supaya aplikasi ini selalu maju sukses biar kami penggunanya jg kecipratan suksesnya dapat poin banyak dari oy Sukses selalu untuk 	The application is useful. But please don't be stingy... don't make new rules that will inconvenience the users. We users give points when chatting and we want this application to always progress successfully so that our users can also be splashed with success getting lots of points from oy Success always for	Positive	Happy
263	aplikasinya jelek banget,, tapi boong 	the app is really bad,, but boong	Positive	Happy
264	Aplikasinya jelek bngt tttttttttttttttttttttttttttttttttttttt tapi boong ong ong pal palle pal palle cepetan donload sekarang kalo ga donload nyesel kalian 	The application is bad, really tttttttttttttttttttttttttttttttttttttttan but boong ong ngg palle palle palle quickly download now if you don't download your regret	Positive	Happy
265	bagus dan jangan lagi anda putuskan jaringannya tanpa pengetahuan saya 	great and don't disconnect the network without my knowledge	Positive	Happy
266	Bagus si tapi sejak kapan!!!!!! Zaman musket ada mini gun !!!!! Tapi bagus 	Nice sis but since when!!!!! The musket age has a mini gun!!!!! But good	Positive	Happy
267	Bahkan banyak sekali yang bikin heboh dunia yang bikin jadi ke situ saya akan memberikan informasi tentang kualitas penangkapan itu 	In fact, there are lots of things that have caused an uproar in the world, so I will go there to provide information about the quality of the arrests	Positive	Happy
268	Beri berita yg akurat , tepat dan menyeluruh ke pelosok dunia ! Jangan berita tidak akurat disampaikan !!!!!!!! 	Give accurate, precise and comprehensive news to all corners of the world! Do not convey inaccurate news!!!!!!!!	Positive	Happy
269	Makasih banget dah sama aplikasi ini berkat aplikasi ini aku punya banyak teman YANG GK DOWNLOD nyesel dewek iho 	Thank you very much for this application. Thanks to this application, I have many friends WHO DO NOT DOWNLOD, I regret that they are girls	Positive	Happy
270	"Mantap tingkatkan lagi kok sering mati tiba"" jadi leg pas main game..padahal sdh langganan kok masih tetap sering mati sendiri..perbaiki lagi la..sm ajak free klw tetap masih bisa mati sendiri tiba"" "	"It's great, how come it often turns off suddenly ""so it's leg when playing games... even though I've subscribed, how come it still often turns off by itself... fix it again... just ask for free if it can still turn itself off suddenly"""	Positive	Happy
271	ᥬ᭄ ᥬ᭄ 	ᥬ᭄ ᥬ᭄	Positive	Happy
272	(Cepat-Nyata-Netral) dan juga Live streamingnya No Buffering walaupun kecepatn intrnet 5kb/s 	(Real-Fast-Neutral) and live streaming No Buffering even though the internet speed is 5kb/s	Positive	Happy
273	kapan update nya udah tahun 2023 kapan yg update nya pliss kasih bus jb3 shd jb3 rombak itu nanti di tambahkan di toko ya sama map baru ya sama kalau pakai mobil mod bisa buat mabar ya plissssssssss pasti makin seruu ya plissssssssssss 	when will the update be in 2023 when will the update please give the jb3 shd jb3 bus overhaul it later it will be added to the store, yes, with a new map, yes, if you use a mod car, it can make you play, plzssssssss, it will be even more exciting, plzssssssssss	Positive	Happy
274	,,pelayanan sll amanah & smg lancar trs 	,, the service is always trustworthy & smooth all the way	Positive	Happy
275	".sgt""aktual pada berita""dunia. dan ter up date.terima-kasih. buatnya team .moga selalu jaya. "	".sgt""actual on the""world news. and up to date. thank you. for the team. hopefully always victorious."	Positive	Happy
276	aku kasih bintang 5, karena memang bagus banget, kirim uang cepet nyampe indo 	I give 5 stars, because it's really good, send money quickly to Indo	Positive	Happy
277	Aplikasi ini bagus banget aku dapat pacr akhir nya 	This app is really good I got a boyfriend finally	Positive	Happy
278	aplikasi ter the best bngt pokok nya 	the best application is really the point	Positive	Happy
279	Aplikasinya bagus bgt, mudah, cepat dan aman transaksinya. Bukan aplikasi yg abal abal deh. Thanks ! 	The application is really good, easy, fast and secure transactions. It's not a stupid application. Thanks!	Positive	Happy
280	bagus 	Good	Positive	Happy
281	bagus, bintang 5 dulu.. Skrg butuh independensi,berita berimbang,aktual,tajam dan dpt dipercaya.. Go untuk yang lebih baik 	good, 5 stars first.. Now we need independence, balanced, actual, sharp and trustworthy news.. Go for something better	Positive	Happy
282	berita akurat n terpercaya 	accurate and reliable news	Positive	Happy
283	beritanya selalu saya tunggu, sebab infonya selalu menarik untuk edukasi. 	I always wait for the news, because the info is always interesting for education.	Positive	Happy
284	best pokoke 	best staple	Positive	Happy
285	cepat dan akurat..yang pasti real time..saat berita diturunkan sehingga kita tidak ketinggalan informasinya, good job.. 	fast and accurate..which is for sure real time..when the news is released so we don't miss the information, good job..	Positive	Happy
286	Daring bagus banget buat di download kalo yang gak punya buku nya 	Online is really good for downloading if you don't have the book	Positive	Happy
287	emang keren..kirim baru 2 menit langsung nyampe. ke rek indo..siang malam slalu lancar gk ada libur .pokoke mantul terus.. sukses selalu untuk . 	it's really cool..just sent it in 2 minutes and it arrived. to rek indo... day and night, it's always smooth, there's no holiday. just keep on bouncing.. always success for .	Positive	Happy
288	emang the best slalu ngerti para PMI moga mkin lancar usaha nya makin sukses dan makin maju Pling di depan pokok nya sukses terus 	the best is that you always understand PMIs, hopefully the smoother the business, the more successful and more advanced Pling in front of the point is continued success	Positive	Happy
289	emang the best.. 	really the best..	Positive	Happy
290	emang top markotop,,Aku masih diperjalanan gowes sepeda ehh hp udah bunyi aja chat dr laokong klo uang udh masuklangsung deh gowesnya lebih semangat biar cpt nyampe rmh 	really top markotop,, I'm still on the way to ride a bicycle, ehh, the cellphone just rings, just chat from Laokong, if the money has come in, go straight to the ride, be more enthusiastic so that it arrives quickly at home	Positive	Happy
291	good 	good	Positive	Happy
292	indonesia aplikasinya bagus dilihat dari fitur aplikasinya juga membantu khususnya untuk transaksi sangat mudah. somoga terus bermanfaat kedepannya 	Indonesia, the application is good, seen from the features of the application, it also helps, especially for very easy transactions. hopefully it will continue to be useful in the future	Positive	Happy
293	Indonesia baguss bangett transaksi Alhamdulillah cepat. Salut bgt sama aplikasi ini. The Best 	Indonesia is really good, thank God the transaction is fast. Greetings with this application. The Best	Positive	Happy
294	Indonesia beritanya ok banget,tidak mengada ada..mantap,semoga selalu menjadi yg no 1 	Indonesia's news is really ok, there's no making it up..great, hopefully it will always be number 1	Positive	Happy
295	Indonesia emang top info apapun lengkap beritanya juga update 	Indonesia is indeed the top with any complete information, the news is also updated	Positive	Happy
296	Indonesia mantul moga kedrpan lebih baik lagi . 	Indonesia bounces, hopefully kedrpan will be even better.	Positive	Happy
297	indonesia okt.mantap.tetap berikan info2 akurat dan kredibel 	indonesia okt. steady. keep providing accurate and credible info	Positive	Happy
298	Indonesia saat yg tepat untuk transfer uang. Indonesia tidak perlu topup uang ke akun tapi tetap bisa transfer. Mantap dahh.. 	Indonesia is the right time to transfer money. Indonesia does not need to top up money to the account but can still transfer. great..	Positive	Happy
299	Indonesia salah satu portal berita on line yg the best 	Indonesia is one of the best online news portals	Positive	Happy
