content	Sentiment	Emotion
kirim uang lancar aman g pake lama	Positive	Happy
Kirim uang sangat cepat nyampe rekening Indonesia. Kurs jg bersaing.	Positive	Happy
Kiriman cepat masuk.. 	Positive	Happy
Kiriman uang cepat ,tepat dan memuaskan	Positive	Happy
Kita bisa belajar	Positive	Happy
kita coba dulu boy	Neutral	Neutral
Kita Coba dulu,,	Neutral	Neutral
Kita harus menghargai game ini	Neutral	Neutral
kita jadi serba tau pengetahuan dunia di segala bidang	Positive	Happy
kita lihat dulu	Neutral	Neutral
Kita mengerti	Positive	Happy
Kk	Positive	Happy
Kk tolong aq mau gnti no hp ,	Positive	Happy
Kkk	Neutral	Neutral
Kl bagus w bintangin 5	Neutral	Neutral
Kl bisa smua tanpa gold tuk buka	Neutral	Neutral
kl digratis oleh negsra indonesia enaak makane pada rebutan gontok gontokan pengen dadi rajaa	Neutral	Neutral
Klao bgus nnti sy ksih bintang full	Neutral	Neutral
Klau bagus aq tambh.	Positive	Happy
Klau bagus gue+ bintang	Neutral	Neutral
Klau bgus ak tmbh n 1 bintang lgi	Neutral	Neutral
Klau sma aja yg lain sya hpus ok	Negative 	Fear
klau udh mhal aku kasih 5	Neutral	Neutral
Klihatannya seru nih gamenya,aq ksh tiga bintang dulu,soale bru nyoba downlod, 	Positive	Happy
klo ane dapet pacar ane tambahin bintangnya	Neutral	Neutral
Klo bagus aq salut anak bangsa	Positive	Happy
Klo bagus baru q tambh	Neutral	Neutral
Klo bagus full bintang nya sama di rekomendasikan ke teman temsn	Neutral	Neutral
Klo bagus ntar tambah gi	Neutral	Neutral
klo bagus q tmbh lgi bintngnya..	Neutral	Neutral
klo bagus tak tambahin	Neutral	Neutral
Klo bagus tambah deh bintang	Neutral	Neutral
Klo bagus tambah lagi bintang	Neutral	Neutral
Klo bagus tambahin 1 klo jelek kurangin 3	Neutral	Neutral
Klo bagus,tambah..	Neutral	Neutral
Klo benar2 ada jodoh d aplikasi ni sy tambahin bintang nya	Neutral	Neutral
Klo bgus aq tmbah bintang nya	Neutral	Neutral
Klo bgus ksh bintang 7	Neutral	Neutral
Klo bgus tar tak tambahin	Neutral	Neutral
Klo bisa ada Menu Cetak Struk Mbak Min	Neutral	Neutral
Klo bisa bagian it memberi connect bluetooth ke printer bluetooth agar bisa di cetak bukti transaksi nya berupa struk.	Neutral	Neutral
klo bisa banyakin geratisan jngan smpe di batesin	Neutral	Neutral
klo bisa mncarikan q pacar q kasih fule	Neutral	Neutral
Klo bisa multi seru ni	Neutral	Neutral
Klo bisa saya tambah bintang 5	Neutral	Neutral
Klo bisa tentang majapahit dong	Neutral	Neutral
Klo boleh saran utk update slanjutny perbarui bus-bus lama, sperti nakula shd; sadewa shd; arjuna xhd; bimasena sdd. Fitur geser posisi kamera sopir, jdi tidak hanya di rotasi agar pas mode kamera supir lebih nyaman. Fitur mematikan traffic, jadi tidak ada kendaraan traffic, trs kendaraan traffic bisa mundur, thanks	Neutral	Neutral
Klo di kasih tau nanti 5 bintang dah	Neutral	Neutral
Klo masalah tampilan yg sekarang ok tp pas mau redem pulsa ko cuma tree doang bisa nya kartu yg lain nya gmn tuh	Neutral	Neutral
Klo puas nanti kasih 5	Neutral	Neutral
klo seru di kasi bintang 5	Neutral	Neutral
klo udah dpt pasangan sayatbh btg 2 lg	Neutral	Neutral
Klonya bisa ga ada biaya	Neutral	Neutral
Klorin bagus ta kasih 5 bintang,,	Neutral	Neutral
Klu bagus aq tambah.	Neutral	Neutral
Klu bgus 5str	Neutral	Neutral
Klu bgus ksih lima	Neutral	Neutral
Klu bgus tambah lgi	Neutral	Neutral
klu free chatt aq beri lima	Neutral	Neutral
Klw jozz ditambah lGi	Neutral	Neutral
Kmu nanyak kamu bertanya tanya	Neutral	Neutral
Kmu nyee	Neutral	Neutral
KnnBb	Neutral	Neutral
Knp dikit2 harus beli ya	Negative	Anger
Knp ga bisa offline	Neutral	Neutral
Knp gak bisa chat?	Neutral	Neutral
Knp gk bisa ya ah udh di donwllod lg	Neutral	Neutral
Knp hrs beli setiap bulanya,, lebih bgs kalo di gratisin chat nya	Neutral	Neutral
knp hrs pake poin ?	Neutral	Neutral
Knp masih ada biaya admin 2 ribu ya..	Negative	Sad
Knp pulsanya cm tgl operator 3 aja??	Neutral	Neutral
Knp saya setalah hapus aplikasinya trus saya mau log in lagi gk bisa masuk	Neutral	Neutral
Knp ya pas saya download  kok gk bisa di download aplikasinya	Neutral	Neutral
Knpa ga bisa pake mod	Neutral	Neutral
Knpa gk bsa di putar lagu di pemutar musik di game ini lg	Neutral	Neutral
Knpa nomor verifikasi selalu gagal dimasukkan kak?	Neutral	Neutral
knpa sya ga bisa kirim pesan	Neutral	Neutral
Ko aku gk bisa masuk banag tolong d perbaiki ya	Neutral	Neutral
ko apk nya lucu ya baru chat sekali ga bisa nge chat lg , tolong dong min perbaiki masa harus bayar terus	Neutral	Neutral
ko berbayat yah	Neutral	Neutral
Ko gak ada foto orang yang brrteman sm saya sj	Neutral	Neutral
Ko lama login nya	Neutral	Neutral
Ko n54u	Neutral	Neutral
Ko pake koin segala	Neutral	Neutral
Ko saya gak dapet pacar 	Neutral	Neutral
Kodee wasap nya lupa euyw	Neutral	Neutral
Koe	Neutral	Neutral
kogphux	Neutral	Neutral
Koinya cepet habis cuma buat kirim pesan	Neutral	Neutral
Kok aku ga bisa masuk ya?	Neutral	Neutral
Kok bank jateng gak ada ?	Neutral	Neutral
Kok berbayar	Neutral	Neutral
kok chat nya nggak bisa. bentar doang cuma 3 kali	Neutral	Neutral
Kok di daftar no hpx cm 10 digit aja..	Neutral	Neutral
Kok do menu adanya kata "game lokal" to long penjelasan	Neutral	Neutral
Kok game nya ga bsa di buka ? Trus ini game online apa offline ?	Neutral	Neutral
Kok gk ada d ip aplikasi ini	Neutral	Neutral
Kok gua belum apdatenya	Neutral	Neutral
Kok gw ga ngerti cara maennya ya	Neutral	Neutral
Kok kalo gak premium gak bisa kirim pesan,buka pengikut dll	Neutral	Neutral
Kok kena admin ?	Neutral	Neutral
Kok makin lawak ya..transfer dari BSI ke BSI kena admin wkwk .. Ke Rekening lain ga lagi 100% gratis ..	Neutral	Neutral
Kok mau tf pakai virtual account ke bank lain gabisa ya?	Neutral	Neutral
Kok mesti nge hang ya??	Neutral	Neutral
Kok nggak bisa?	Neutral	Neutral
Kok ngk Bisa nyambung kak	Neutral	Neutral
kok percakapan nya di batasi	Neutral	Neutral
Kok prabayar si	Neutral	Neutral
Kok pulsa sya belum masuk dari kemarin	Neutral	Neutral
Kok sy daftar tidak bisa kenapa ya	Neutral	Neutral
kok vidionya gak bisa ke buka..?	Neutral	Neutral
Koleksi kosa kata ditingkatkan lagi	Neutral	Neutral
Komen sebelum update; (Kenal sejak awal hadir hingga kini sudah lumayan glowing.. begitu kira2) Komen setelah update; (Power steeringnya terlalu smooth jadi suka ga stabil dan tarikan gasnya lebih kearah racing banget, lainnya gud very gud..) Semoga bisa dikembangkan lebih baik lagi	Neutral	Neutral
Komplit aku rate	Neutral	Neutral
Komplit dan informatif	Neutral	Neutral
Kon download guru	Neutral	Neutral
Konsep menarik, Tingkatkan selalu	Neutral	Neutral
Konsisten beri pelayanan terbaik	Neutral	Neutral
Konten berita sangat berkualitas	Neutral	Neutral
Konuh	Neutral	Neutral
KONUH YAHAHA	Neutral	Neutral
Koq menu home cuma screen putih doang..??	Neutral	Neutral
Kosa kata lengkap dan penggunaan juga mudah	Neutral	Neutral
Kosong	Neutral	Neutral
Kota medan belum ada, tambahin fitur premium untuk hapus iklan. Nanti selanjutnya coba update rute kalimantan dan sulawesi. Selain itu di rest area/tempat makan, penumpang bisa turun istirahat. Juga lengkapi interaksi dgn penumpang	Neutral	Neutral
Kota ya tambahin kota ya terlalu dikit	Neutral	Neutral
Kpn updatw ke vr 3.8	Neutral	Neutral
Kreasi Anak Bangsa	Neutral	Neutral
Kreatif..	Neutral	Neutral
Krm uang  gampang cepat aman ,lgsung masuk lho	Neutral	Neutral
Krn Semua busnya	Neutral	Neutral
Krusnya tinggi byr murah dan amanah	Neutral	Neutral
Ks 5 bintang dulu ya	Neutral	Neutral
Ksh 3 dulu y.. soal ny baru Downlod	Neutral	Neutral
Ksh 4 dl..krn matre hrs pke koin.	Neutral	Neutral
Ksh bintang 3dlu krna bru nyoba	Neutral	Neutral
Ksh bintang 4 dl klw bgus ksh 5 bintang	Neutral	Neutral
Ksh bntng 3 dlu nnt tmbh lgi lau bgus	Neutral	Neutral
ksh empat bintang dulu yah soalnya blom dapet bnyk tmn	Neutral	Neutral
Ksh tiga dulu kalau bagus bisa ditambah	Neutral	Neutral
Ksi tiga dlu y bru main ok	Neutral	Neutral
Ksih 2 dlu nnti klau bguz nmbh,,,,,	Neutral	Neutral
ksih 3 dllu klo bgus ntr tmbh lgi bintanya.	Neutral	Neutral
Ksih 4 dlu ntar klau bgus tak tambah	Neutral	Neutral
Kssih bintang 3 dulu nnti kalo udah dpt pacar baru di tambahin	Neutral	Neutral
Ku bintang satu	Neutral	Neutral
Ku coba dulu	Neutral	Neutral
ku kasi 3 bintang dlu .nnt klu bagus ku tmbh lg	Neutral	Neutral
Ku kasi 3 dulu	Neutral	Neutral
ku kasi tiga bintang dullu yh	Neutral	Neutral
Ku kasih bintang empat dulu soal nya baru mau donlot terima gajih	Neutral	Neutral
ku kasih dua dulu deh	Neutral	Neutral
ku kasih dulu ya bintang tiga karna aku baru mencoba nya dulu.klau bagus bangat nanti ku tambakan ku kasih bintang lima nya..	Neutral	Neutral
Ku ksih bintang 3 dulu ya kalo aplikasinya bagus ku kasih bintang 5 	Neutral	Neutral
ku mu cari yang mudah dengn tampa daptar kala u dibuka bisa langsung jus bisa koe	Neutral	Neutral
Kualitas tampilan menarik, berita juga ter update, tapi ada beberapa iklan yang muncul yang biasanya menggangu.	Neutral	Neutral
Kualitasnya perlu lebih di tingkatkan	Neutral	Neutral
Kudu ngerti dulu dan paham baru merasakan super duper kemudahannya, yg pasti paling byk transfer dari bank ke bank lainnya dgn biaya TRANSFER GRATIS tis tis	Neutral	Neutral
Kukasi 1 dulu kalau bagus kasi 5	Neutral	Neutral
Kukuh	Neutral	Neutral
kunuwu Uhto By gc	Neutral	Neutral
Kurang adanya pembatas/bookmark.	Neutral	Neutral
Kurang mengerti	Neutral	Neutral
Kurang pengembangan dan kenapa harus nunggu listrik itu	Neutral	Neutral
Kurang Sulawesi tengah	Neutral	Neutral
Kurang tau juga,	Neutral	Neutral
kurangi iklan	Neutral	Neutral
Kurangi iklan biar jadi nyaman	Neutral	Neutral
Kurangi iklan nya	Neutral	Neutral
Kurangin iklan nya	Neutral	Neutral
Kurng ruter Sulawesi Selatan Bisa ditamba gak si	Neutral	Neutral
kwalitas bagus tapi loading konten agak lama	Neutral	Neutral
Kya nya bagua	Neutral	Neutral
Kyk nya di sini cari jodoh	Neutral	Neutral
La app me ubligo  aparte ni me sirve para poner un solo nombre en facebook :)	Neutral	Neutral
Labib	Neutral	Neutral
Laga	Neutral	Neutral
Lagi cari taman aja	Neutral	Neutral
Lagi coba nanti kalo enak lancar saya tambahkan bintang ny	Neutral	Neutral
Lagi dolnot	Neutral	Neutral
Lagi donlot lom sempet maen	Neutral	Neutral
Lagi download kalo udah bisa mainin dan bagus aku kasih bintang lima	Neutral	Neutral
Lagi mo nyobain	Neutral	Neutral
Lagi nyoba dulu ni ya	Neutral	Neutral
lagi perang ada buaya lewat..	Neutral	Neutral
Lagu dangdut	Neutral	Neutral
Laju	Neutral	Neutral
Lam kenal all	Neutral	Neutral
Lama donlot nya lumayan sih	Neutral	Neutral
Lama gak main coba install kembali, banyak update, btw sensitifitas setir kok berasa kurang slow ya terlalu cepat jadinya suka nabrak, padahal sudah di set 1 untuk sensitifitas setir.	Neutral	Neutral
Lama kah prosesnya	Neutral	Neutral
Lama nya 3.8	Neutral	Neutral
Lama verikasi ny	Neutral	Neutral
Lamayan	Neutral	Neutral
Lampu kendaraan dibikin cutoff, seperti game CDO tapi dengan sinar yang lebih jauh.	Neutral	Neutral
lancar	Neutral	Neutral
Lancar jaya	Neutral	Neutral
lancar jaya	Neutral	Neutral
Lancar jaya berita up to date dan bermutu	Neutral	Neutral
lancar sekali	Neutral	Neutral
Langgam jawanya lumayan	Neutral	Neutral
Langit akan indah bila penuh dengan bintang..	Neutral	Neutral
Langit bisa kah kamu turunkan pacar untuk ku	Neutral	Neutral
Langsung bintang 5.ok , top up dompet digital dgn Bank manapun ,jadi lebih mudah,dan murah.terima kasih oy.	Neutral	Neutral
Langsung Download	Neutral	Neutral
Langsung dpt kenalan bnyak	Neutral	Neutral
Langsung minta WA aja bro..	Neutral	Neutral
Langsung pasang Basuri dehh wkwkkw	Neutral	Neutral
Lanjutkan	Neutral	Neutral
Lanjutkan pengembangan, grafis sdh lumayan lembut	Neutral	Neutral
Lanjutkan visi misimu..utkn melayani konsumen agar bertransaksi lancar,hemat biaya.untk kbutuhan banyk masyarakt	Neutral	Neutral
Laung	Neutral	Neutral
Layanan cepat dan resfonsip.	Neutral	Neutral
Layar hitam :3	Neutral	Neutral
Layer, design, conten sdh bagus, informative, dan update ..apps juga cepat dan mudah dioperasikan	Neutral	Neutral
Lebah banyak kenalan	Neutral	Neutral
Lebih akurat di banding media berita yang lain..cuma pesan saja,jangan di muat berita yang sama berulang ulang..terimakasih	Neutral	Neutral
Lebih akurat dlm penyampaian berita	Neutral	Neutral
Lebih aman tf lewat manual	Neutral	Neutral
Lebih apdate lgi	Neutral	Neutral
Lebih asik jika dilengkapi dengan sinonim dan antonim	Neutral	Neutral
Lebih bagus kalau ada riwayat pencarian kata, fitur favorit dan buku frasa	Neutral	Neutral
Lebih bagus lagi apabila yang non muslim juga ada.	Neutral	Neutral
Lebih bagus lagi ditambahkan copy kata atau dan favorit. Sy tetap beri 5 	Neutral	Neutral
Lebih bagus lagi kalo kata2 nya bisa di pin/arsip	Neutral	Neutral
Lebih bagus lgi kalo olahraga sama teknologi d perbanyak	Neutral	Neutral
Lebih baik	Neutral	Neutral
Lebih baik jika lebih banyak berita internasional	Neutral	Neutral
Lebih baik lagi jika datanya disinkronkan dengan  Daring, karena ada beberapa kata yang terdapat di  Daring namun belum tercantum di  Luring.	Neutral	Neutral
Lebih baik lagi jika ditambahi fitur sinonim antonim. 	Neutral	Neutral
Lebih baik lebih ditambah isi ulasan buku ini	Neutral	Neutral
Lebih baik n terkini	Neutral	Neutral
Lebih baik tidak usah dikasih skip map lagi supaya lebih realistis dan waktu naik kapal itu seharusnya kapal bisa jalan bukan malah skip map, udah itu aja ulasan dari saya. Semoga pihak dari  mendengarkan saya selaku mewakilkan semua player bus simulator Indonesia	Neutral	Neutral
Lebih banyak opini dalam penyajian berita	Neutral	Neutral
Lebih banyak pengalaman terbantunya dengan ini. Pernah sekali nyangkut ketika ngirim uang pas lebaran tapi difollow up dengan baik dan terkirim uangnya.Mungkin sistemnya sedang crowded kala itu. Semoga pelayanannya ditingkatkan lagi. Thxuu 	Neutral	Neutral
Lebih banyakin lagi versinya lagi	Neutral	Neutral
lebih bgus gi klo gk pkek koinn	Neutral	Neutral
Lebih cepat klo bisa refund nya jika gagal transfer,mudah mudahan ke depan bisa auto detikan jika gagal Udh itu aja.	Neutral	Neutral
Lebih cepat lagi berita terbarunya	Neutral	Neutral
Lebih cepat lebih baik	Neutral	Neutral
Lebih Cerdas., di banding D*T*K yang beritanya semua menyudutkan 1 pihak tertentu saja.	Neutral	Neutral
Lebih d tingkatkan lg dan tambah menu cetak struk	Neutral	Neutral
Lebih detail dari pada yang lain dan nggak banyak iklannya,,	Neutral	Neutral
Lebih di perbaharui lagi informasinya	Neutral	Neutral
lebih di tingakan lagi,kalau bisa diartiakan langsung dengan kalimat seperti google terjemahan	Neutral	Neutral
Lebih di tinggkatkan	Neutral	Neutral
Lebih di tingkatkan lagi aplikasinya.	Neutral	Neutral
Lebih di tingkatkan lagi fitur yg ada di dalam 	Neutral	Neutral
lebih dibnyakin senjatanya. sama kalo bsa pangeran diponegoro nya jngan cuman 1	Neutral	Neutral
Lebih dibuat untuk lebih menarik lagi, supaya tidak cepat bosan	Neutral	Neutral
Lebih dintingkatkan aja lagi	Neutral	Neutral
Lebih ditingkatkan	Neutral	Neutral
lebih ditingkatkan lagi	Neutral	Neutral
Lebih enak baca berita  zimbabwe	Neutral	Neutral
Lebih gampang	Neutral	Neutral
Lebih gampang dan cepat mencari lema	Neutral	Neutral
Lebih jelas	Neutral	Neutral
lebih lanjjut	Neutral	Neutral
Lebih lengkap update	Neutral	Neutral
Lebih mudah pakai ini drpd pakai flee*	Neutral	Neutral
Lebih rekomendasi ke Flip aja kawan	Neutral	Neutral
Lebih sering nonton iklan daripada main nya.tolong iklan nya di kurangin	Neutral	Neutral
Lebih tepatnya bus jawa sih. Bukan bus Indonesia.	Neutral	Neutral
Lebih tingkatkan lagi karya dari anak bangsa	Neutral	Neutral
Lee Bo Young	Neutral	Neutral
Leh uga	Neutral	Neutral
lengkap	Neutral	Neutral
Lengkap Bintang 5	Neutral	Neutral
Lengkap dan sangat membantu	Neutral	Neutral
Lengkap, cepat, praktis, hemat, aktual	Neutral	Neutral
Lengkap, jelas, mudah dimengerti	Neutral	Neutral
LENGKAPIN LAGI MAP BREBESNYA	Neutral	Neutral
leq	Neutral	Neutral
Lg belajar 2 dolo	Neutral	Neutral
Lg coba	Neutral	Neutral
LG mencoba dlu	Neutral	Neutral
lg tahap uji coba dlu	Neutral	Neutral
Lht dulu bagus po gk	Neutral	Neutral
Liat aj dulu	Neutral	Neutral
Liat dlu yaa	Neutral	Neutral
Liat dulu ap isinya, propaganda ato realita.." ntar klo naceep isinya pasti all start dech* Ternyata sesuai ekspetasi loh..**	Neutral	Neutral
Lihat dlu ntr dtmbh klo bgus	Neutral	Neutral
Lihat dulu, kalau bagus ntar tak naikkin bintangnya	Neutral	Neutral
Lihat dulu, kalau mantap ditambah	Neutral	Neutral
Lihat perkembangannya dulu yaa??..	Neutral	Neutral
Likawati	Neutral	Neutral
like	Neutral	Neutral
Like	Neutral	Neutral
Like like	Neutral	Neutral
like nice to meet new friends	Neutral	Neutral
Lilaa maneh mah donlod gee	Neutral	Neutral
limayan bagus	Neutral	Neutral
limit pertransaksi & hariannya mohon d tambah	Neutral	Neutral
Lintas Kalimantan bang di tungg	Neutral	Neutral
Lintasan Sulawesi juga dong	Neutral	Neutral
Ll	Neutral	Neutral
lmanya tp agk sdikit lemot	Neutral	Neutral
Lmayan	Neutral	Neutral
Lmyan	Neutral	Neutral
lmyan bisa nmbh sahabat d medsos	Neutral	Neutral
Lmyan laah	Neutral	Neutral
lmyn bgs	Neutral	Neutral
Lmyn lah..Tp sehari cm bisa kirim 5 chat..	Neutral	Neutral
lmyn oke	Neutral	Neutral
lndonesla	Neutral	Neutral
Lngsung bintang 5	Neutral	Neutral
Loading terus	Neutral	Neutral
Lokasi luar negeri, tapi berita diturunkan di Jakarta. Mengapa demikian?	Neutral	Neutral
Lokasinya tolong ditambah kan Medan sama Aceh	Neutral	Neutral
Lom ketemu sih	Neutral	Neutral
Lom pelajari	Neutral	Neutral
Lomayang	Neutral	Neutral
Lsg .. aja deh	Neutral	Neutral
Lslaah	Neutral	Neutral
Lu harus coba	Neutral	Neutral
Luar biasa bikin greget knalan sma wanita lewat aplikasi ini,,  10 k wajar bngt	Neutral	Neutral
luarbiasa..	Neutral	Neutral
Lugas terpercaya	Neutral	Neutral
Lumahan buat hiburan	Neutral	Neutral
lumanyan asyik jg..	Neutral	Neutral
lumanyun	Neutral	Neutral
Lumaya	Neutral	Neutral
Lumaya. Sih	Neutral	Neutral
lumayahlahh	Neutral	Neutral
lumayamlah buat pertemanan dan saling silaturahmi	Neutral	Neutral
Lumayan	Neutral	Neutral
LUMAYAN	Neutral	Neutral
lumayan	Neutral	Neutral
lumayan , karna baru pertama	Neutral	Neutral
LUMAYAN , MUDAH DIMENGERTI DAN KALO BISA BERITA2 YG BARU DAN INDEPENDEN .	Neutral	Neutral
Lumayan ,karena gratis	Neutral	Neutral
lumayan ..	Neutral	Neutral
Lumayan ..banyak iklan..cm butuh doank	Neutral	Neutral
Lumayan aja ,klo tdk sedang eror	Neutral	Neutral
lumayan aja gasukanya terlalu mahal untuk 1 bulan	Neutral	Neutral
Lumayan aplikasinya buat isi waktu aja..	Neutral	Neutral
Lumayan baat hiburansangat,membantu	Neutral	Neutral
Lumayan bag us	Neutral	Neutral
Lumayan bagus	Neutral	Neutral
lumayan bagus	Neutral	Neutral
lumayan bagus apk nya	Neutral	Neutral
Lumayan bagus aplikasi ini	Neutral	Neutral
Lumayan bagus aplikasi nya	Neutral	Neutral
Lumayan bagus aplikasinya	Neutral	Neutral
lumayan bagus artikelnya	Neutral	Neutral
Lumayan bagus bisa nambah pertemanan	Neutral	Neutral
Lumayan bagus bisa noton tv juga video dan baca artikel berita dan yang mantep tanpa ikelan	Neutral	Neutral
Lumayan bagus buat buang jenuh	Neutral	Neutral
Lumayan bagus buat cari cowok baru	Neutral	Neutral
Lumayan bagus cuman klo chat harus pake poin.	Neutral	Neutral
Lumayan bagus lah	Neutral	Neutral
LUMAYAN BAGUS LAH TAPI GAK NGERTI CARA KERJANYA	Neutral	Neutral
lumayan bagus lah, sayangnya pengguna jatim sedikit	Neutral	Neutral
Lumayan bagus lh meskipun kurang mengerti	Neutral	Neutral
lumayan bagus msntap beritanya simpel lugas	Neutral	Neutral
Lumayan Bagus Mudah mudahan bermanfaat	Neutral	Neutral
Lumayan bagus nambah pengertian	Neutral	Neutral
Lumayan bagus nanti ditambah lagi	Neutral	Neutral
lumayan bagus ni vpn nya	Neutral	Neutral
Lumayan bagus setelah di perbaharui, cuma mau nanya transfer manual pay dan Virtual akun dibatasi tidak ya?	Neutral	Neutral
Lumayan bagus sih game nya	Neutral	Neutral
Lumayan bagus sih tapi agak lemot	Neutral	Neutral
lumayan bagus tapi agak dipermudah lagi penggunaannya	Neutral	Neutral
Lumayan bagus tapi blom dapat jodoh	Neutral	Neutral
Lumayan bagus tapi kadang ada kata2 biologi yang kurang	Neutral	Neutral
Lumayan bagus tapi masih pake parabayar	Neutral	Neutral
lumayan bagus tpi aq bingung cara isi vip'y gimana sih cara isin vip'y tolong kasih arahan aq tar aq tambahin bintang'y	Neutral	Neutral
Lumayan bagus untuk nambah teman	Neutral	Neutral
lumayan bagus, cuma kalo ada yg melihat gak bisa dilihat	Neutral	Neutral
Lumayan bagus, namun ada beberapa masalah yang saya temui. Pada bagian Bahasa, ada beberapa kata --misalnya Bacan, Bada, dll.-- yang jika diklik, maka aplikasi ini keluar secara tiba-tiba (force close). Dimohon untuk perbaikannya. Terima kasih.	Neutral	Neutral
Lumayan bagus.	Neutral	Neutral
lumayan bagus. bisah buat nambah teman. soal jodoh mungkin belom saat untuk dipertemukan yang penting ttap Semanggat. udah Gitu aja	Neutral	Neutral
Lumayan bagus. Tapi kurang menggali dan menyatakan kebenaran	Neutral	Neutral
Lumayan bagus..	Neutral	Neutral
lumayan bagus..	Neutral	Neutral
Lumayan bagus.. Gak nyesal Download nya..	Neutral	Neutral
Lumayan bagus.. Lanjutin aja	Neutral	Neutral
Lumayan bagus..tidak terlalu banyak iklan nya.	Neutral	Neutral
Lumayan baguss..i like it	Neutral	Neutral
Lumayan baik	Neutral	Neutral
lumayan baik tpi harus kah mnjadi vip?	Neutral	Neutral
Lumayan banget	Neutral	Neutral
lumayan bangus.	Neutral	Neutral
Lumayan banyak kenalan bru dan tentunya hrus tdk ad batasan buat langsung chat	Neutral	Neutral
lumayan baru buka dh dpt 1 kenalan..	Neutral	Neutral
Lumayan baru coba	Neutral	Neutral
Lumayan baru nyoba	Neutral	Neutral
lumayan baru tes sati kali masuk	Neutral	Neutral
Lumayan bc brita	Neutral	Neutral
lumayan beritanya	Neutral	Neutral
Lumayan bgs	Neutral	Neutral
lumayan bgs buat cri bnyk temen	Neutral	Neutral
Lumayan bgs lah	Neutral	Neutral
Lumayan bgus	Neutral	Neutral
Lumayan bgus .kuksih bntg 4dlu ya klo nnti kdpnnya mkin bgus aku tmbh lg bntg	Neutral	Neutral
lumayan bgus tp lebih bgus klo free	Neutral	Neutral
Lumayan bgus. Ni	Neutral	Neutral
Lumayan biasa aja	Neutral	Neutral
Lumayan bisa diandalkan	Neutral	Neutral
lumayan bisa membantu	Neutral	Neutral
Lumayan bro	Neutral	Neutral
Lumayan buat belajar bahasa indonesia	Neutral	Neutral
Lumayan buat berita update	Neutral	Neutral
Lumayan buat cari pacar	Neutral	Neutral
Lumayan buat cari tmn chat	Neutral	Neutral
Lumayan buat hiburan	Neutral	Neutral
Lumayan buat hilangin suntuk	Neutral	Neutral
Lumayan buat hilangkan bete. Sesuatu luhur impianku seperti P.ponegoro..	Neutral	Neutral
Lumayan buat iseng" aja	Neutral	Neutral
Lumayan buat isi waktu luang	Neutral	Neutral
Lumayan buat main gta samp rp ,bagus,gk lag lagi kalo pake vpn indo dah gitu doang wkwk	Neutral	Neutral
lumayan buat menghapal	Neutral	Neutral
lumayan buat ngisi waku	Neutral	Neutral
Lumayan buat pemula	Neutral	Neutral
Lumayan buat tambah kawan baru	Neutral	Neutral
Lumayan bwt cri bnyk tmen n shbt..	Neutral	Neutral
Lumayan bwt ngilangin bosen	Neutral	Neutral
Lumayan cepat update beritax..	Neutral	Neutral
Lumayan cepat, tapi kalau bisa ada layanan virtual akunnya agar lebih cepat	Neutral	Neutral
lumayan cepet, gak pake loading	Neutral	Neutral
Lumayan coba dlu	Neutral	Neutral
lumayan dah	Neutral	Neutral
Lumayan dah. Kasih 3 bintang dulu ya klo lebih bagus ksih 5	Neutral	Neutral
Lumayan dapat membantu	Neutral	Neutral
Lumayan dapet kenalan baru	Neutral	Neutral
Lumayan dari pada beli koran	Neutral	Neutral
Lumayan enak	Neutral	Neutral
Lumayan enak dibaca	Neutral	Neutral
Lumayan enak si game nya	Neutral	Neutral
Lumayan ferifikasinya lama	Neutral	Neutral
Lumayan format. beritanya ..yg tersaji..Trims	Neutral	Neutral
lumayan gacor	Neutral	Neutral
Lumayan gak ribet,mudah di gunakan	Neutral	Neutral
Lumayan gamenya	Neutral	Neutral
Lumayan gan	Neutral	Neutral
Lumayan guna si	Neutral	Neutral
Lumayan hee..	Neutral	Neutral
Lumayan ini apk	Neutral	Neutral
lumayan jga.	Neutral	Neutral
Lumayan juga	Neutral	Neutral
Lumayan juga. Gratis simpel no iklan. Namun masih perlu disempurnakan. Misal kemunculan arti kata di otomatis kan sehingga mempersedikit step² /klik². adanya menu penyimpan kata yg sudah pernah dicari dll.	Neutral	Neutral
Lumayan Kasih bintang 3 dulu bos	Neutral	Neutral
Lumayan keren tapi belom tau sih belom nyoba lagi belom paham tapi cobain dulu	Neutral	Neutral
Lumayan ksi bntg 4	Neutral	Neutral
Lumayan la	Neutral	Neutral
Lumayan lah	Neutral	Neutral
lumayan lah	Neutral	Neutral
Lumayan lah ,tp kalo bisa tambah dong gratisnya jangan cuman 5 pos	Neutral	Neutral
Lumayan lah biat ngisi waktu	Neutral	Neutral
lumayan lah bisa lihat berita kapan saja dimana saja. .	Neutral	Neutral
Lumayan lah buat isi waktu	Neutral	Neutral
Lumayan lah buat nambah temen..	Neutral	Neutral
Lumayan lah dari pada lu manyun	Neutral	Neutral
Lumayan lah game nya,tp darah penjajah tidak kelihatan tolong diperbaiki	Neutral	Neutral
Lumayan lah gamenya cukup baguslah | :	Neutral	Neutral
Lumayan lah ngisi waktu luang	Neutral	Neutral
Lumayan lah untuk game buatan Indonesia,sukses teruss	Neutral	Neutral
Lumayan lah utk mengisi waktu luang	Neutral	Neutral
Lumayan lah.	Neutral	Neutral
Lumayan lah..	Neutral	Neutral
Lumayan lah..	Neutral	Neutral
